order_id,customer_id,category,payment_method,order_amount,discount_pct,customer_past_orders,customer_past_returns,customer_return_rate,account_age_days,day_of_week,hour_of_day,address_mismatch,returned
ORD100102,CUST2065,beauty,debit_card,288.88,20,1,0,0.0,434,3,10,0,1
ORD100103,CUST4603,beauty,debit_card,1518.5,30,2,1,0.5,864,2,2,0,1
ORD100104,CUST4068,footwear,UPI,1176.99,20,5,3,0.6,717,1,20,0,0
ORD100105,CUST4921,books,UPI,330.93,0,2,0,0.0,64,1,6,0,0
ORD100106,CUST3544,electronics,credit_card,141.61,15,3,0,0.0,259,3,21,0,0
ORD100107,CUST4882,electronics,netbanking,639.34,15,2,2,1.0,1433,2,11,0,0
ORD100108,CUST3487,books,UPI,399.34,0,3,3,1.0,336,2,3,0,0
ORD100109,CUST4804,home_goods,cod,1257.3,0,2,0,0.0,1388,3,12,1,0
ORD100110,CUST1812,apparel,cod,339.65,30,1,1,1.0,1415,6,20,0,1
ORD100111,CUST3855,home_goods,cod,336.82,10,3,0,0.0,248,6,18,0,0
ORD100112,CUST2422,footwear,netbanking,439.62,30,4,1,0.25,1355,2,2,0,0
ORD100113,CUST2397,apparel,netbanking,805.95,15,8,2,0.25,1004,0,13,1,1
ORD100114,CUST3603,beauty,credit_card,494.6,20,4,0,0.0,892,1,23,0,0
ORD100115,CUST3664,home_goods,cod,678.38,5,3,1,0.333,1103,6,15,0,1
ORD100116,CUST4382,books,cod,1749.68,40,3,0,0.0,550,2,7,0,0
ORD100117,CUST1354,home_goods,netbanking,739.8,5,1,1,1.0,500,6,14,0,0
ORD100118,CUST3736,beauty,debit_card,598.94,20,4,0,0.0,59,3,10,0,0
ORD100119,CUST1868,home_goods,debit_card,1117.57,0,2,0,0.0,698,2,19,0,1
ORD100120,CUST2131,footwear,UPI,556.72,40,3,1,0.333,1059,1,2,0,1
ORD100121,CUST2664,beauty,cod,376.64,0,5,2,0.4,493,5,15,0,1
ORD100122,CUST3010,beauty,UPI,1112.29,0,0,0,0.0,191,2,7,0,0
ORD100123,CUST1996,home_goods,cod,291.61,0,3,0,0.0,756,3,17,0,0
ORD100124,CUST2742,books,cod,1303.12,5,1,0,0.0,678,2,22,0,0
ORD100125,CUST2255,home_goods,credit_card,4806.98,5,3,0,0.0,248,5,6,0,0
ORD100126,CUST4042,footwear,credit_card,663.23,15,2,0,0.0,393,1,23,0,0
ORD100127,CUST3967,footwear,cod,545.8,0,1,0,0.0,1223,2,3,0,0
ORD100128,CUST2213,electronics,debit_card,1467.19,0,1,1,1.0,368,2,0,0,0
ORD100129,CUST1518,home_goods,UPI,2834.4,30,4,1,0.25,112,4,9,0,0
ORD100130,CUST1517,books,netbanking,3498.92,10,2,0,0.0,211,6,0,0,0
ORD100131,CUST2922,beauty,netbanking,514.77,50,2,1,0.5,698,1,1,0,0
ORD100132,CUST4529,beauty,UPI,315.27,50,4,0,0.0,134,3,15,0,0
ORD100133,CUST3578,books,UPI,1592.14,20,3,1,0.333,311,1,18,1,1
ORD100134,CUST1348,electronics,UPI,190.67,20,4,0,0.0,1143,6,13,0,1
ORD100135,CUST4238,footwear,credit_card,1018.71,15,4,0,0.0,1071,3,14,1,1
ORD100136,CUST2217,footwear,netbanking,861.81,10,3,0,0.0,626,4,19,0,0
ORD100137,CUST4932,books,UPI,497.72,50,3,0,0.0,426,5,6,0,1
ORD100138,CUST1332,electronics,credit_card,191.58,0,2,1,0.5,356,4,2,0,0
ORD100139,CUST2673,beauty,cod,2209.69,0,1,1,1.0,963,2,1,0,0
ORD100140,CUST3895,home_goods,netbanking,902.84,15,2,0,0.0,146,5,7,1,0
ORD100141,CUST4226,books,cod,1190.47,0,3,0,0.0,1355,6,6,0,0
ORD100142,CUST3230,electronics,credit_card,743.58,30,4,0,0.0,545,6,4,0,0
ORD100143,CUST1679,home_goods,cod,313.95,15,3,1,0.333,1166,2,14,0,0
ORD100144,CUST3820,home_goods,netbanking,648.91,15,2,2,1.0,558,4,17,0,0
ORD100145,CUST1329,footwear,UPI,278.2,15,3,1,0.333,885,5,10,0,1
ORD100146,CUST1105,apparel,credit_card,873.48,20,5,1,0.2,1381,6,18,0,1
ORD100147,CUST1084,books,debit_card,732.45,0,2,1,0.5,1181,0,5,0,0
ORD100148,CUST3668,beauty,debit_card,398.95,0,1,1,1.0,372,4,13,0,0
ORD100149,CUST3014,apparel,netbanking,1458.86,10,1,0,0.0,713,3,10,0,0
ORD100150,CUST1428,electronics,debit_card,2113.94,10,5,0,0.0,844,5,15,0,0
ORD100151,CUST4871,beauty,cod,1220.65,0,3,0,0.0,76,3,2,0,0
ORD100152,CUST2324,apparel,netbanking,331.47,5,5,0,0.0,1054,6,0,0,0
ORD100153,CUST3222,beauty,netbanking,1032.81,0,2,0,0.0,112,1,16,0,0
ORD100154,CUST4098,beauty,netbanking,654.77,30,1,1,1.0,106,1,8,0,0
ORD100155,CUST4799,home_goods,netbanking,691.66,0,3,1,0.333,1431,3,3,0,0
ORD100156,CUST3580,footwear,credit_card,374.38,30,2,1,0.5,1454,1,9,0,0
ORD100157,CUST3262,beauty,UPI,1011.8,30,1,0,0.0,461,6,3,0,0
ORD100158,CUST1481,books,credit_card,1438.14,0,4,1,0.25,1021,5,9,0,0
ORD100159,CUST2119,beauty,netbanking,1452.6,50,1,1,1.0,968,1,14,0,0
ORD100160,CUST2571,electronics,cod,275.72,5,1,0,0.0,1041,5,4,0,0
ORD100161,CUST2131,beauty,debit_card,801.94,30,3,2,0.667,1040,2,0,0,0
ORD100162,CUST2222,footwear,cod,540.02,0,4,0,0.0,1352,3,4,0,0
ORD100163,CUST2983,home_goods,debit_card,2360.84,5,4,0,0.0,1131,6,17,0,1
ORD100164,CUST4820,home_goods,credit_card,705.14,30,2,1,0.5,1429,1,18,0,1
ORD100165,CUST4506,beauty,UPI,1172.02,0,2,0,0.0,652,5,15,0,1
ORD100166,CUST4323,beauty,netbanking,153.09,5,7,1,0.143,1360,6,20,1,0
ORD100167,CUST3028,apparel,credit_card,1387.5,30,3,0,0.0,1029,4,10,0,0
ORD100168,CUST4580,beauty,UPI,290.25,50,5,0,0.0,1078,3,0,0,1
ORD100169,CUST2679,books,credit_card,670.67,5,2,0,0.0,154,3,8,0,0
ORD100170,CUST3837,beauty,UPI,695.98,50,3,0,0.0,673,6,21,0,0
ORD100171,CUST2556,home_goods,netbanking,1024.63,15,1,1,1.0,1109,0,19,0,0
ORD100172,CUST3585,books,debit_card,423.72,0,1,1,1.0,466,5,2,0,0
ORD100173,CUST1403,books,UPI,194.91,15,2,1,0.5,909,1,22,0,0
ORD100174,CUST1118,apparel,debit_card,260.84,30,2,0,0.0,115,2,11,0,0
ORD100175,CUST1596,electronics,cod,429.66,10,1,0,0.0,844,4,21,0,1
ORD100176,CUST1696,electronics,UPI,300.28,10,2,0,0.0,1249,6,12,0,0
ORD100177,CUST1986,beauty,cod,1693.54,10,4,2,0.5,294,1,14,0,0
ORD100178,CUST2882,home_goods,UPI,185.06,30,0,0,0.0,953,2,21,0,0
ORD100179,CUST1302,beauty,debit_card,1204.33,15,1,0,0.0,1204,2,20,1,0
ORD100180,CUST3827,home_goods,netbanking,714.02,15,0,0,0.0,619,1,12,0,0
ORD100181,CUST1436,electronics,netbanking,350.03,5,3,0,0.0,1172,2,18,0,0
ORD100182,CUST3864,home_goods,UPI,1717.39,5,0,0,0.0,1349,3,8,0,1
ORD100183,CUST4543,books,UPI,1475.63,15,2,1,0.5,1242,5,15,0,0
ORD100184,CUST4698,home_goods,credit_card,417.09,50,6,1,0.167,1244,6,11,0,0
ORD100185,CUST1778,footwear,debit_card,288.34,10,3,0,0.0,1389,6,23,0,1
ORD100186,CUST3788,electronics,UPI,227.59,30,6,1,0.167,1286,5,1,0,0
ORD100187,CUST2805,apparel,cod,768.79,50,1,0,0.0,748,5,4,0,0
ORD100188,CUST2208,home_goods,netbanking,1274.3,0,6,0,0.0,360,1,4,0,0
ORD100189,CUST4589,home_goods,cod,865.17,20,2,0,0.0,1028,2,5,0,0
ORD100190,CUST4377,beauty,debit_card,1863.82,0,3,0,0.0,694,6,3,0,0
ORD100191,CUST1308,electronics,credit_card,597.52,20,0,0,0.0,1386,5,21,1,1
ORD100192,CUST4961,footwear,debit_card,208.54,0,4,2,0.5,185,6,12,0,0
ORD100193,CUST3197,apparel,netbanking,2552.62,0,3,0,0.0,755,5,23,0,0
ORD100194,CUST3394,beauty,debit_card,423.52,15,5,1,0.2,222,5,7,0,0
ORD100195,CUST3537,footwear,debit_card,580.48,20,4,0,0.0,1250,1,20,0,0
ORD100196,CUST4374,beauty,debit_card,622.57,15,7,0,0.0,1330,3,3,0,0
ORD100197,CUST4875,apparel,debit_card,1735.26,15,2,0,0.0,1009,0,3,0,0
ORD100198,CUST3201,electronics,netbanking,436.06,10,3,2,0.667,930,2,21,1,0
ORD100199,CUST3852,footwear,netbanking,260.88,0,2,0,0.0,1203,5,23,0,0
ORD100200,CUST2699,books,UPI,410.85,15,4,0,0.0,1003,4,13,1,0
ORD100201,CUST2145,apparel,debit_card,329.51,40,3,1,0.333,445,3,14,1,0
ORD100202,CUST4503,home_goods,UPI,95.64,5,1,1,1.0,1405,2,17,1,1
ORD100203,CUST3641,home_goods,UPI,609.33,5,4,0,0.0,816,2,6,1,0
ORD100204,CUST4887,beauty,UPI,709.1,5,1,0,0.0,1358,1,20,0,0
ORD100205,CUST4977,apparel,UPI,780.91,10,3,1,0.333,684,1,4,0,0
ORD100206,CUST1840,apparel,cod,282.11,0,6,0,0.0,425,4,6,0,0
ORD100207,CUST1954,home_goods,credit_card,574.6,0,2,0,0.0,1221,0,8,0,0
ORD100208,CUST1592,electronics,cod,733.73,0,7,0,0.0,514,6,5,0,0
ORD100209,CUST4548,apparel,credit_card,711.0,10,3,2,0.667,31,2,7,0,0
ORD100210,CUST1064,electronics,debit_card,1387.67,15,5,1,0.2,108,1,23,0,0
ORD100211,CUST1465,books,UPI,508.86,0,3,1,0.333,976,3,11,0,0
ORD100212,CUST1446,beauty,cod,678.15,50,4,1,0.25,454,4,1,0,0
ORD100213,CUST4722,books,cod,682.78,10,3,0,0.0,618,3,20,1,0
ORD100214,CUST1249,beauty,netbanking,761.1,20,4,0,0.0,874,5,3,0,1
ORD100215,CUST4726,beauty,UPI,299.03,20,2,0,0.0,166,2,19,0,0
ORD100216,CUST1516,home_goods,cod,2421.88,15,6,1,0.167,1297,4,17,0,0
ORD100217,CUST2560,footwear,cod,482.19,30,4,0,0.0,604,3,16,0,0
ORD100218,CUST1406,books,UPI,1514.66,40,7,0,0.0,1341,5,17,0,0
ORD100219,CUST1880,beauty,netbanking,1612.7,10,2,0,0.0,468,3,10,0,0
ORD100220,CUST2633,beauty,UPI,867.47,5,5,2,0.4,641,3,10,0,0
ORD100221,CUST2533,electronics,netbanking,1127.21,0,2,0,0.0,138,0,2,0,0
ORD100222,CUST1395,books,debit_card,147.21,15,3,2,0.667,267,4,1,0,0
ORD100223,CUST3300,footwear,debit_card,611.82,20,0,0,0.0,1373,0,13,0,1
ORD100224,CUST3725,beauty,UPI,703.48,0,3,2,0.667,590,4,9,0,1
ORD100225,CUST3367,footwear,credit_card,1121.73,10,5,1,0.2,317,5,15,0,0
ORD100226,CUST1443,home_goods,cod,295.44,10,1,0,0.0,753,0,8,0,0
ORD100227,CUST4306,beauty,cod,734.04,20,2,0,0.0,1274,4,21,0,0
ORD100228,CUST1107,footwear,debit_card,407.72,0,3,0,0.0,60,1,8,0,0
ORD100229,CUST2265,home_goods,debit_card,325.23,10,0,0,0.0,13,1,4,0,0
ORD100230,CUST2641,apparel,credit_card,1583.8,15,4,1,0.25,1297,0,2,0,0
ORD100231,CUST1881,beauty,netbanking,1573.1,10,3,0,0.0,930,2,5,0,0
ORD100232,CUST3955,home_goods,cod,1293.46,20,5,1,0.2,1222,0,1,0,0
ORD100233,CUST4090,footwear,UPI,746.87,15,1,0,0.0,1381,0,8,0,0
ORD100234,CUST2736,beauty,cod,561.77,20,1,0,0.0,906,3,8,0,1
ORD100235,CUST3098,apparel,debit_card,1774.23,5,1,1,1.0,881,0,9,0,1
ORD100236,CUST3429,beauty,cod,902.56,0,2,0,0.0,1367,2,1,0,0
ORD100237,CUST3454,apparel,UPI,171.11,10,1,0,0.0,419,2,6,0,0
ORD100238,CUST4130,home_goods,debit_card,1830.91,15,4,0,0.0,672,0,0,0,0
ORD100239,CUST2763,electronics,credit_card,2026.31,30,5,0,0.0,779,4,22,0,0
ORD100240,CUST3288,books,debit_card,302.04,0,3,0,0.0,148,3,23,0,0
ORD100241,CUST1076,beauty,UPI,1897.41,5,1,0,0.0,642,4,13,0,0
ORD100242,CUST3906,books,netbanking,180.71,0,3,0,0.0,593,0,12,0,0
ORD100243,CUST2330,electronics,cod,1029.7,5,0,0,0.0,943,6,22,1,0
ORD100244,CUST1360,beauty,UPI,540.75,5,3,1,0.333,499,3,18,0,1
ORD100245,CUST1322,beauty,debit_card,610.43,5,2,0,0.0,696,1,10,0,0
ORD100246,CUST1312,footwear,UPI,1108.14,10,2,0,0.0,1087,4,6,1,0
ORD100247,CUST2431,home_goods,credit_card,136.53,15,2,0,0.0,484,0,4,0,0
ORD100248,CUST1710,footwear,credit_card,1604.82,15,2,0,0.0,1343,0,5,1,0
ORD100249,CUST3572,beauty,netbanking,814.84,10,3,1,0.333,1155,6,18,0,1
ORD100250,CUST4785,footwear,cod,899.36,10,4,1,0.25,662,6,20,0,0
ORD100251,CUST2801,apparel,netbanking,5841.58,30,6,0,0.0,906,5,9,0,1
ORD100252,CUST3422,apparel,debit_card,1690.27,30,2,0,0.0,1040,0,9,0,0
ORD100253,CUST1154,apparel,debit_card,3183.23,20,2,0,0.0,588,0,20,0,1
ORD100254,CUST4503,apparel,cod,325.23,40,0,0,0.0,1217,4,12,0,0
ORD100255,CUST3270,books,UPI,1004.29,0,6,0,0.0,922,6,18,0,0
ORD100256,CUST2316,footwear,netbanking,179.07,0,1,1,1.0,1027,1,1,0,1
ORD100257,CUST4321,home_goods,UPI,146.22,0,3,0,0.0,1034,5,5,0,0
ORD100258,CUST3898,beauty,netbanking,299.34,5,5,0,0.0,1074,4,19,0,0
ORD100259,CUST2527,home_goods,netbanking,697.81,5,3,0,0.0,838,6,10,0,0
ORD100260,CUST1214,books,debit_card,395.78,15,5,0,0.0,135,2,3,0,0
ORD100261,CUST2583,home_goods,debit_card,651.67,5,2,1,0.5,1483,6,21,1,0
ORD100262,CUST3468,electronics,debit_card,403.04,5,1,1,1.0,167,4,21,0,0
ORD100263,CUST2432,home_goods,netbanking,334.7,0,3,2,0.667,265,4,22,1,1
ORD100264,CUST2268,footwear,netbanking,909.02,0,5,0,0.0,1318,6,10,0,0
ORD100265,CUST3744,books,cod,775.27,20,3,1,0.333,192,5,21,0,0
ORD100266,CUST2482,apparel,debit_card,921.81,10,2,0,0.0,633,1,6,0,0
ORD100267,CUST4138,beauty,credit_card,1786.65,30,4,1,0.25,464,1,4,0,0
ORD100268,CUST4458,apparel,cod,898.86,20,4,1,0.25,1106,6,23,0,0
ORD100269,CUST1154,books,debit_card,164.83,30,0,0,0.0,1266,1,19,0,0
ORD100270,CUST1664,electronics,cod,558.68,10,2,0,0.0,340,5,14,0,0
ORD100271,CUST2492,books,credit_card,3342.01,5,4,0,0.0,910,4,9,0,0
ORD100272,CUST4210,beauty,credit_card,549.96,5,0,0,0.0,1094,1,9,1,0
ORD100273,CUST4212,beauty,credit_card,118.01,5,0,0,0.0,754,5,18,1,0
ORD100274,CUST2891,home_goods,netbanking,1137.03,10,2,0,0.0,1030,4,13,1,0
ORD100275,CUST4345,electronics,cod,2533.07,10,3,1,0.333,284,6,8,0,1
ORD100276,CUST2968,home_goods,cod,564.21,0,1,1,1.0,211,5,16,0,0
ORD100277,CUST2167,apparel,credit_card,863.13,15,3,1,0.333,559,3,16,0,0
ORD100278,CUST2791,apparel,credit_card,866.14,0,1,1,1.0,924,2,0,0,0
ORD100279,CUST2623,footwear,debit_card,685.6,0,2,0,0.0,483,3,2,0,1
ORD100280,CUST1115,home_goods,UPI,3828.08,10,0,0,0.0,1464,5,10,0,0
ORD100281,CUST1563,apparel,debit_card,951.74,0,7,0,0.0,968,5,4,0,0
ORD100282,CUST2921,beauty,cod,774.15,50,7,0,0.0,11,0,0,0,0
ORD100283,CUST4420,electronics,cod,308.22,15,3,0,0.0,1490,4,16,0,0
ORD100284,CUST4179,home_goods,credit_card,244.61,5,3,0,0.0,617,0,1,0,0
ORD100285,CUST3617,footwear,netbanking,351.8,5,3,1,0.333,129,0,15,0,0
ORD100286,CUST1067,books,cod,810.79,40,3,0,0.0,1178,1,22,0,0
ORD100287,CUST2758,apparel,cod,252.41,0,2,0,0.0,723,1,18,0,0
ORD100288,CUST3721,books,UPI,480.28,40,5,0,0.0,1073,2,2,1,1
ORD100289,CUST3228,footwear,cod,2056.66,10,3,0,0.0,1135,0,12,0,1
ORD100290,CUST1178,books,netbanking,82.82,30,5,1,0.2,765,2,23,0,0
ORD100291,CUST4229,apparel,debit_card,444.37,0,1,0,0.0,494,5,21,0,0
ORD100292,CUST4160,footwear,debit_card,370.48,5,1,1,1.0,274,0,11,0,0
ORD100293,CUST4332,books,credit_card,1133.48,10,4,0,0.0,1403,3,22,0,0
ORD100294,CUST1746,electronics,UPI,412.4,15,2,1,0.5,1467,6,14,0,0
ORD100295,CUST1825,apparel,credit_card,1048.15,0,2,1,0.5,86,2,9,0,0
ORD100296,CUST4339,footwear,netbanking,3283.07,5,9,1,0.111,519,0,20,0,0
ORD100297,CUST2462,apparel,debit_card,945.39,20,4,1,0.25,560,0,11,0,0
ORD100298,CUST2638,books,netbanking,633.82,0,4,0,0.0,792,2,5,0,0
ORD100299,CUST3037,home_goods,cod,549.85,30,2,1,0.5,547,6,2,0,0
ORD100300,CUST1323,beauty,cod,1158.39,15,6,1,0.167,370,4,9,0,0
ORD100301,CUST1327,home_goods,debit_card,298.28,5,4,1,0.25,628,3,19,0,0
ORD100302,CUST1682,books,netbanking,272.27,0,5,0,0.0,720,3,1,0,0
ORD100303,CUST4733,home_goods,cod,525.63,5,2,0,0.0,891,2,20,1,0
ORD100304,CUST4882,apparel,UPI,2232.5,20,3,0,0.0,1375,5,12,0,0
ORD100305,CUST4281,books,credit_card,318.15,15,2,0,0.0,64,1,19,0,0
ORD100306,CUST2794,apparel,credit_card,429.51,15,3,1,0.333,138,1,20,0,0
ORD100307,CUST2568,footwear,UPI,1280.52,5,4,0,0.0,1240,1,21,0,1
